koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_disposition
5.201975,1.1e-05,-1.1e-05,9.15316,0.734403,-0.734403,4990.0,9.94253,-9.94253,4950.0,126.7,-126.7,1.18,0.08,-0.08,30.1871,,,653.0,,,CANDIDATE
1.1096992,2.2e-06,-2.2e-06,9.33715,0.735812,-0.735812,620.0,3.87915,-3.87915,8666.0,229.0,-229.0,3.13,0.1,-0.1,122457.0,,,5211.0,,,FALSE POSITIVE
4.8952783,1.2e-05,-1.2e-05,14.0672,0.74192,-0.74192,4730.0,1.11667,-1.11667,5828.0,129.6,-129.6,1.77,0.09,-0.09,883.882,,,1519.0,,,CANDIDATE
2.8622679,3e-06,-3e-06,18.4047,0.966393,-0.966393,14440.0,491.996,-491.996,7167.0,131.4,-131.4,1.49,0.07,-0.07,1757.24,,,1803.0,,,CANDIDATE
2.787945,1.66e-05,-1.66e-05,7.5851475,8.170832,-8.170832,3211.467356,220.98615,-220.98615,5375.0,122.2,-122.2,0.847241,0.0460552,-0.0460552,374.4763489,,,1121.9560583,,,CANDIDATE
3.4138019,6.2e-06,-6.2e-06,22.5559,1.98218,-1.98218,9850.0,311.487,-311.487,5150.0,218.2,-218.2,2.24,0.19,-0.19,309.683,,,1168.0,,,CANDIDATE
4.7155974,2.38e-05,-2.38e-05,18.3601489,0.9564092,-0.9564092,11242.4339671,286.49048,-286.49048,5873.0,124.0,-124.0,1.5585099,0.0763267,-0.0763267,821.3764221,,,1365.3855665,,,CANDIDATE
3.2428744,0.0001546,-0.0001546,2.3171,0.28819,-0.28819,1470.0,6.59101,-6.59101,4016.0,126.2,-126.2,0.58,0.06,-0.06,113.659,,,909.0,,,FALSE POSITIVE
56.4043748,0.0002054,-0.0002054,12.5447,0.610691,-0.610691,9060.0,2.5734,-2.5734,6433.0,138.4,-138.4,1.25,0.06,-0.06,0.909373,,,272.0,,,CONFIRMED
1.9795413,7.1e-06,-7.1e-06,4.77367,0.316145,-0.316145,2640.0,1.74308,-1.74308,5275.0,130.6,-130.6,0.92,0.06,-0.06,604.981,,,1381.0,,,CANDIDATE
3.2724973,6.5e-06,-6.5e-06,5.6778,0.460887,-0.460887,5320.0,2.52861,-2.52861,4279.0,107.4,-107.4,0.75,0.06,-0.06,44.1281,,,718.0,,,CANDIDATE
3.6623918,7e-07,-7e-07,17.2805567,0.8474124,-0.8474124,12253.6582523,33.79843,-33.79843,6600.0,,,1.48532,0.0727839,-0.0727839,1645.9886958,,,1624.5252338,,,CONFIRMED
6.269716,0.0002671,-0.0002671,3.86288,0.340606,-0.340606,1240.0,3.26674,-3.26674,4812.0,125.3,-125.3,1.08,0.07,-0.07,154.408,,,982.0,,,FALSE POSITIVE
2.3382502,3.9e-06,-3.9e-06,11.123,0.665334,-0.665334,13090.0,1.78478,-1.78478,5263.0,129.6,-129.6,0.94,0.05,-0.05,438.011,,,1274.0,,,CANDIDATE
11.7647926,5.01e-05,-5.01e-05,11.5240963,0.7157869,-0.7157869,4428.9591948,99.853004,-99.853004,5801.0,106.5,-106.5,1.69397,0.0847436,-0.0847436,287.7082031,,,1050.4074921,,,CANDIDATE
0.9135968,2.36e-05,-2.36e-05,2.17077,0.20325,-0.20325,540.0,3.22189,-3.22189,5987.0,131.7,-131.7,0.89,0.04,-0.04,2079.14,,,1881.0,,,FALSE POSITIVE
2.5139764,7e-06,-7e-06,4.90303,0.26506,-0.26506,560.0,0.426529,-0.426529,6150.0,200.2,-200.2,2.05,0.09,-0.09,1043.42,,,1583.0,,,FALSE POSITIVE
3.7630305,2.01e-05,-2.01e-05,5.96705,0.365984,-0.365984,1580.0,2.00578,-2.00578,6357.0,144.5,-144.5,1.5,0.07,-0.07,1050.55,,,1586.0,,,CANDIDATE
3.8016217,2.6e-06,-2.6e-06,13.6371,0.640087,-0.640087,8310.0,0.652961,-0.652961,6244.0,129.2,-129.2,1.47,0.07,-0.07,672.585,,,1418.0,,,CONFIRMED
3.660032,4.4e-06,-4.4e-06,17.5565568,0.8129793,-0.8129793,7749.7203265,36.76219,-36.76219,5988.0,140.0,-140.0,1.88626,0.0869244,-0.0869244,1804.5548719,,,1662.3109767,,,CONFIRMED
4.6200781,0.0001123,-0.0001123,7.04607,0.51119,-0.51119,3480.0,9.0439,-9.0439,5999.0,128.9,-128.9,1.16,0.06,-0.06,216.021,,,1068.0,,,FALSE POSITIVE
1.82488,,,24.8366,2.8968,-2.8968,2950.0,384.622,-384.622,5773.74,76.0,-76.0,1.23,0.06,-0.06,3161.32,,,2088.0,,,FALSE POSITIVE
4.2511214,5.7e-06,-5.7e-06,11.2617,0.607523,-0.607523,13830.0,2.00381,-2.00381,5501.0,128.5,-128.5,0.94,0.05,-0.05,240.568,,,1097.0,,,CANDIDATE
3.6022715,8.1e-06,-8.1e-06,14.4799,0.736902,-0.736902,9700.0,359.016,-359.016,6338.0,126.7,-126.7,1.45,0.07,-0.07,582.883,,,1368.0,,,CANDIDATE
3.6593967,2.42e-05,-2.42e-05,12.1105,0.715638,-0.715638,4230.0,4.76007,-4.76007,5875.0,120.1,-120.1,1.86,0.09,-0.09,1001.69,,,1567.0,,,CANDIDATE
9.8482192,0.0007348,-0.0007348,13.8742,1.27637,-1.27637,1670.0,6.18557,-6.18557,6126.0,126.4,-126.4,3.31,0.21,-0.21,206.691,,,1056.0,,,FALSE POSITIVE
16.9020565,2.31e-05,-2.31e-05,11.3763,0.641715,-0.641715,14890.0,1.99691,-1.99691,5442.0,129.4,-129.4,0.91,0.05,-0.05,62.5724,,,783.0,,,CANDIDATE
4.0664446,1.3e-06,-1.3e-06,12.1827,0.685761,-0.685761,19740.0,3.7531,-3.7531,5421.0,155.1,-155.1,0.86,0.05,-0.05,89.3911,,,856.0,,,CONFIRMED
2.3745416,3.2e-06,-3.2e-06,13.6144,0.703471,-0.703471,10590.0,2.39068,-2.39068,5865.0,129.4,-129.4,1.3,0.06,-0.06,1303.71,,,1674.0,,,CANDIDATE
3.6841446,7.21e-05,-7.21e-05,3.74263,0.281723,-0.281723,2260.0,2.70526,-2.70526,4939.0,201.8,-201.8,0.79,0.05,-0.05,286.262,,,1145.0,,,FALSE POSITIVE
3.2928068,5.4e-06,-5.4e-06,11.9432,0.803304,-0.803304,16460.0,7.13136,-7.13136,5037.0,143.4,-143.4,0.91,0.06,-0.06,159.842,,,990.0,,,CANDIDATE
3.6112621,2.2e-06,-2.2e-06,13.6137403,0.5967907,-0.5967907,5684.0944144,49.322964,-49.322964,6450.0,,,1.68443,0.07301,-0.07301,1818.5488883,,,1665.5243818,,,CONFIRMED
9.7938352,0.0025257,-0.0025257,13.1815999,1.1075028,-1.1075028,6228.3071316,586.0073,-586.0073,5737.0,143.5,-143.5,1.46202,0.0741256,-0.0741256,254.8254794,,,1019.0147305,,,CANDIDATE
11.6999152,2.95e-05,-2.95e-05,12.0929,0.56622,-0.56622,2960.0,0.641485,-0.641485,6906.0,97.0,-97.0,2.16,0.1,-0.1,157.492,,,986.0,,,CANDIDATE
4.6174254,1.26e-05,-1.26e-05,16.6632337,0.7609565,-0.7609565,9412.560054,53.913795,-53.913795,6411.0,231.7,-231.7,1.67219,0.0757286,-0.0757286,1212.0072219,,,1504.8598368,,,CONFIRMED
7.3446285,3.6e-05,-3.6e-05,12.8665,0.689679,-0.689679,4210.0,2.19269,-2.19269,6320.0,131.8,-131.8,1.99,0.09,-0.09,506.001,,,1321.0,,,CANDIDATE
3.3207642,1.34e-05,-1.34e-05,3.02356,0.173903,-0.173903,940.0,0.863072,-0.863072,6142.0,389.6,-389.6,0.95,0.05,-0.05,586.762,,,1371.0,,,CONFIRMED
4.461878,2.92e-05,-2.92e-05,2.32515,0.156053,-0.156053,500.0,0.851334,-0.851334,5986.0,132.4,-132.4,1.04,0.05,-0.05,459.495,,,1289.0,,,CANDIDATE
12.822639,5.46e-05,-5.46e-05,3.0954065,0.4638515,-0.4638515,750.9057494,67.971954,-67.971954,5986.0,132.4,-132.4,1.0396301,0.0514071,-0.0514071,101.3928989,,,809.3225377,,,CANDIDATE
5.289835,1.9e-05,-1.9e-05,7.64474,2.22559,-2.22559,2330.0,328.449,-328.449,6655.0,183.5,-183.5,1.11,0.05,-0.05,2582.58,,,1986.0,,,FALSE POSITIVE
7.0114,1e-05,-1e-05,18.1417,1.08769,-1.08769,8970.0,12.8786,-12.8786,6084.8,35.2,-35.2,1.82,0.08,-0.08,753.673,,,1459.0,,,FALSE POSITIVE
4.4427146,1.08e-05,-1.08e-05,11.7585481,0.6272951,-0.6272951,12220.1525687,139.8514,-139.8514,5754.0,132.4,-132.4,1.04413,0.053706,-0.053706,375.1250027,,,1122.4415956,,,CANDIDATE
4.2607797,4.11e-05,-4.11e-05,13.7822358,0.7463378,-0.7463378,3857.0364187,123.28848,-123.28848,7409.0,121.8,-121.8,2.1503201,0.0938592,-0.0938592,3322.0021575,,,1936.2869886,,,CANDIDATE
4.3744258,3.3e-06,-3.3e-06,19.4866,0.922258,-0.922258,8580.0,0.137644,-0.137644,6013.0,130.7,-130.7,2.05,0.1,-0.1,1159.28,,,1625.0,,,CANDIDATE
21.5615248,0.000104,-0.000104,7.76454,0.430661,-0.430661,3600.0,2.47858,-2.47858,5644.0,121.7,-121.7,1.28,0.06,-0.06,51.2879,,,745.0,,,CANDIDATE
3.522843,2.3e-05,-2.3e-05,3.93303,0.504998,-0.504998,800.0,63.6225,-63.6225,5952.0,353.9,-353.9,1.39,0.17,-0.17,638.021,,,1400.0,,,CANDIDATE
7.1406422,1.02e-05,-1.02e-05,11.978218,5.4364552,-5.4364552,7517.3472752,408.40536,-408.40536,5463.0,121.4,-121.4,1.00007,0.0520905,-0.0520905,156.6452579,,,902.2960634,,,CANDIDATE
5.236124,5.8e-05,-5.8e-05,2.94616,0.229194,-0.229194,930.0,2.61524,-2.61524,5604.0,144.5,-144.5,0.96,0.05,-0.05,188.943,,,1032.0,,,CANDIDATE
14.793901,3.23e-05,-3.23e-05,8.42756,0.550541,-0.550541,8150.0,389.906,-389.906,5095.0,127.5,-127.5,0.84,0.05,-0.05,19.3352,,,584.0,,,FALSE POSITIVE
29.3821476,0.0002436,-0.0002436,14.7329776,15.051523,-15.051523,6575.439488,336.51337,-336.51337,6016.0,139.7,-139.7,1.1547199,0.053186,-0.053186,41.9877466,,,649.2327084,,,CANDIDATE
3.4026932,1.59e-05,-1.59e-05,11.5347,0.636205,-0.636205,2900.0,1.27709,-1.27709,5661.0,125.0,-125.0,2.18,0.11,-0.11,1695.28,,,1787.0,,,CANDIDATE
5.62162,7e-05,-7e-05,3.35879,0.28553,-0.28553,580.083,1.90541,-1.90541,5834.2,179.5,-179.5,1.27,0.08,-0.08,334.683,,,1191.0,,,FALSE POSITIVE
2.190225,2.6e-06,-2.6e-06,15.1395,0.741834,-0.741834,8750.0,0.540498,-0.540498,5929.0,125.5,-125.5,1.56,0.08,-0.08,1559.45,,,1750.0,,,CANDIDATE
3.7453991,7.08e-05,-7.08e-05,3.17171,0.227621,-0.227621,1390.0,2.44373,-2.44373,5133.0,123.2,-123.2,0.81,0.05,-0.05,428.765,,,1267.0,,,CANDIDATE
4.1915095,3.03e-05,-3.03e-05,2.33252,0.176641,-0.176641,900.0,55.3122,-55.3122,4996.0,127.2,-127.2,0.79,0.05,-0.05,270.353,,,1129.0,,,CANDIDATE
8.2713274,1.15e-05,-1.15e-05,14.0507,0.684684,-0.684684,20740.0,1.70296,-1.70296,5921.0,128.9,-128.9,0.97,0.05,-0.05,146.225,,,968.0,,,CANDIDATE
1.5569519,6e-06,-6e-06,6.93656,0.492495,-0.492495,950.0,2.78202,-2.78202,6464.0,124.8,-124.8,2.04,0.09,-0.09,614.242,,,1386.0,,,CANDIDATE
2.2042212,1.3e-06,-1.3e-06,9.78883,0.537635,-0.537635,4250.0,1.55179,-1.55179,5702.0,130.2,-130.2,1.42,0.07,-0.07,97.961,,,876.0,,,FALSE POSITIVE
2.2359865,5e-07,-5e-07,13.4367443,0.7075624,-0.7075624,19058.0137423,128.17053,-128.17053,5260.0,,,0.844379,0.0442312,-0.0442312,491.325955,,,1200.7764901,,,CONFIRMED
0.5992533,3.5e-06,-3.5e-06,2.9919707,1.7302551,-1.7302551,24379.9383482,1068.4048,-1068.4048,31000.0,,,0.18,0.104,-0.104,228935.2995208,,,5578.8918184,,,FALSE POSITIVE
27.848697,0.0001969,-0.0001969,2.77036,0.220484,-0.220484,343.0,32.5315,-32.5315,5399.6,104.0,-104.0,1.56,0.08,-0.08,19.8693,,,588.0,,,CANDIDATE
11.7915574,4.28e-05,-4.28e-05,3.2687802,4.8328824,-4.8328824,661.9685157,76.9263,-76.9263,6407.0,197.0,-197.0,1.24512,0.0545578,-0.0545578,187.5928059,,,943.8952366,,,CANDIDATE
4.9019938,1.4e-05,-1.4e-05,2.5554145,0.437412,-0.437412,10774.951206,947.59814,-947.59814,3147.0,99.0,-99.0,0.240807,0.0074119,-0.0074119,5.0534848,,,382.3996541,,,CONFIRMED
16.5414219,0.0001269,-0.0001269,3.3270234,0.8524556,-0.8524556,1098.6666331,98.509155,-98.509155,4395.6,79.0,-79.0,0.938435,0.0774372,-0.0774372,23.3426364,,,560.6053342,,,CANDIDATE
12.7503356,7.4e-05,-7.4e-05,2.17135,0.168112,-0.168112,692.0,55.9411,-55.9411,5639.0,188.0,-188.0,0.88,0.05,-0.05,54.0301,,,755.0,,,CANDIDATE
30.8812601,0.0004428,-0.0004428,5.2996592,0.3581204,-0.3581204,425.1596999,26.378208,-26.378208,6047.0,135.898,-135.898,2.2319901,0.106372,-0.106372,148.9610746,,,891.0210182,,,CANDIDATE
10.2813284,2.97e-05,-2.97e-05,11.8759119,0.421057,-0.421057,37333.9631684,756.6788,-756.6788,3919.0,169.0,-169.0,0.593317,0.0176925,-0.0176925,10.9982809,,,464.4628168,,,FALSE POSITIVE
46.9621053,0.0002138,-0.0002138,2.4680695,0.3954814,-0.3954814,757.7887314,34.311115,-34.311115,5744.0,117.134,-117.134,0.879321,0.0413869,-0.0413869,11.3814426,,,468.4562934,,,CANDIDATE
0.4038426,3.15e-05,-3.15e-05,1.442393,1.3622795,-1.3622795,636.6337963,48.509575,-48.509575,4119.1,188.7,-188.7,0.555,0.018,-0.018,710.634979,,,1316.835102,,,FALSE POSITIVE
15.6062307,0.000122,-0.000122,2.1494954,1.4133782,-1.4133782,659.0717891,70.57729,-70.57729,5067.0,128.23,-128.23,0.816585,0.0507965,-0.0507965,29.4183635,,,593.9834944,,,CANDIDATE
742.8561164,0.0060448,-0.0060448,2.2756143,1.3284355,-1.3284355,415.3404179,43.82107,-43.82107,5816.0,116.194,-116.194,1.10194,0.0502312,-0.0502312,0.4671053,,,210.8499272,,,CANDIDATE
4.2300182,0.0009736,-0.0009736,17.0408,6.38388,-6.38388,3470.0,1598.06,-1598.06,6064.1,126.4,-126.4,1.44,0.07,-0.07,927.501,,,1537.0,,,CANDIDATE
6.5081212,0.0005307,-0.0005307,11.511,0.63935,-0.63935,8260.0,3.80614,-3.80614,5652.8,442.1,-442.1,1.27,0.06,-0.06,473.037,,,1299.0,,,CANDIDATE
3.125924,0.0002101,-0.0002101,17.3686,0.908541,-0.908541,18690.0,2.59475,-2.59475,5828.0,130.4,-130.4,1.24,0.06,-0.06,600.297,,,1378.0,,,CANDIDATE
3.9017499,0.0002889,-0.0002889,12.6062,0.971587,-0.971587,27430.0,18.5068,-18.5068,4665.0,121.8,-121.8,0.71,0.05,-0.05,73.9553,,,816.0,,,CANDIDATE
4.746318,0.0008478,-0.0008478,12.2509,,,12470.0,12.1998,-12.1998,5648.0,19.1,-19.1,1.09,,,290.335,,,1149.0,,,CANDIDATE
4.4466179,0.0007335,-0.0007335,16.7023,0.870113,-0.870113,7930.0,2.51405,-2.51405,6534.0,192.2,-192.2,1.85,0.09,-0.09,1257.77,,,1659.0,,,CANDIDATE
2.300698,2.43e-05,-2.43e-05,4.87824,1.65997,-1.65997,780.0,309.525,-309.525,5747.3,518.8,-518.8,0.85,0.04,-0.04,17366.7,,,3198.0,,,FALSE POSITIVE
3.5809733,0.0003732,-0.0003732,12.0428,0.469155,-0.469155,36850.0,19.5244,-19.5244,3790.0,157.0,-157.0,0.61,0.02,-0.02,40.4443,,,702.0,,,CONFIRMED
3.9592516,0.0007277,-0.0007277,7.85756,0.44129,-0.44129,3160.0,3.7703,-3.7703,7068.0,436.7,-436.7,1.39,0.06,-0.06,1272.37,,,1663.0,,,CANDIDATE
5.9056572,2.69e-05,-2.69e-05,11.5383,1.184,-1.184,10720.0,72.3988,-72.3988,5076.0,126.4,-126.4,0.97,0.06,-0.06,523.023,,,1332.0,,,CANDIDATE
2.4170503,0.0011611,-0.0011611,13.975,,,7730.0,14.0481,-14.0481,5796.8,115.6,-115.6,1.56,,,1340.72,,,1685.0,,,CANDIDATE
1.0681394,0.0004473,-0.0004473,19.5184,,,7290.0,23.0956,-23.0956,7248.0,122.0,-122.0,2.23,,,7148.75,,,2561.0,,,FALSE POSITIVE
0.8631737,0.0001986,-0.0001986,12.7525,,,6330.0,24.6483,-24.6483,6142.0,122.0,-122.0,1.47,,,2000.07,,,1863.0,,,CANDIDATE
16.067522,1.73e-05,-1.73e-05,4.7909617,0.345819,-0.345819,2929.6501469,47.487232,-47.487232,5718.0,189.0,-189.0,0.860124,0.0494975,-0.0494975,36.1060604,,,625.1939631,,,CONFIRMED
5.1976858,2.94e-05,-2.94e-05,1.9257346,0.9877214,-0.9877214,437.4376044,38.440166,-38.440166,5718.0,189.0,-189.0,0.860124,0.0494975,-0.0494975,162.5917886,,,910.7399798,,,CONFIRMED
1.0435229,2.6e-06,-2.6e-06,9.09391,0.521429,-0.521429,4970.0,4.49265,-4.49265,6259.0,129.6,-129.6,1.23,0.06,-0.06,2148.73,,,1896.0,,,FALSE POSITIVE
3.491383,5.4e-06,-5.4e-06,11.154,0.567462,-0.567462,4650.0,0.493613,-0.493613,5936.5,531.5,-531.5,1.59,0.08,-0.08,555.531,,,1352.0,,,CANDIDATE
1.0994412,5e-06,-5e-06,11.0223,,,3860.0,11.8634,-11.8634,6915.0,122.0,-122.0,1.63,,,2816.92,,,2029.0,,,CANDIDATE
1.1870337,0.0002351,-0.0002351,10.6747149,0.9626542,-0.9626542,8164.5762553,610.63605,-610.63605,6325.0,122.0,-122.0,1.15885,,,3443.5604618,,,1953.7620867,,,FALSE POSITIVE
2.6269521,0.0004542,-0.0004542,17.6062,0.893172,-0.893172,12010.0,4.47312,-4.47312,6976.0,129.5,-129.5,1.58,0.07,-0.07,2547.74,,,1979.0,,,CANDIDATE
1.1471548,0.0001725,-0.0001725,3.90118,,,2670.0,3.24018,-3.24018,3901.0,124.0,-124.0,0.75,,,249.626,,,1107.0,,,FALSE POSITIVE
0.8335712,3.5e-06,-3.5e-06,12.5164,0.965677,-0.965677,3340.0,6.14771,-6.14771,6158.0,123.6,-123.6,2.09,0.13,-0.13,3359.53,,,2120.0,,,FALSE POSITIVE
7.2654708,1.45e-05,-1.45e-05,13.0064,0.644084,-0.644084,13930.0,2.90887,-2.90887,5944.0,134.0,-134.0,1.05,0.05,-0.05,181.435,,,1022.0,,,CANDIDATE
1.161347,6.9e-06,-6.9e-06,10.7619,0.746989,-0.746989,4320.0,9.27084,-9.27084,6289.0,144.4,-144.4,1.62,0.08,-0.08,6500.64,,,2501.0,,,CANDIDATE
1.1355457,3.2e-06,-3.2e-06,21.5263238,8.2945138,-8.2945138,393.5764226,25.5348159,-25.5348159,10262.0,124.0,-124.0,7.03693,,,47965.7,,,4122.0,,,FALSE POSITIVE
2.9628955,9.6e-06,-9.6e-06,14.7038,,,4610.0,6.41046,-6.41046,7998.0,,,2.04,,,1606.41,,,,,,CANDIDATE
3.4169475,1.08e-05,-1.08e-05,13.7893,0.81458,-0.81458,6880.0,6.34149,-6.34149,6610.0,159.7,-159.7,1.63,0.08,-0.08,705.607,,,1435.0,,,CANDIDATE
6.0219203,0.0025413,-0.0025413,19.1085522,1.0409632,-1.0409632,14130.5442597,817.1921,-817.1921,5932.0,122.0,-122.0,1.58618,,,631.2157212,,,1278.3924624,,,CANDIDATE
1.1385671,0.0004625,-0.0004625,16.0326,,,6220.0,23.6598,-23.6598,9024.0,123.0,-123.0,2.0,,,13181.3,,,2985.0,,,FALSE POSITIVE
3.1615697,7e-07,-7e-07,14.8619546,0.7204642,-0.7204642,17482.2328085,44.09823,-44.09823,6072.0,125.1,-125.1,1.0977401,0.0531332,-0.0531332,758.1026175,,,1338.2946709,,,CONFIRMED
3.2970252,0.000991,-0.000991,13.4619,0.885817,-0.885817,6550.0,12.7057,-12.7057,8945.0,289.8,-289.8,1.67,0.07,-0.07,2098.67,,,1885.0,,,CANDIDATE
1.2247985,0.0005312,-0.0005312,8.32531,,,7640.0,36.7347,-36.7347,5699.0,122.0,-122.0,0.89,,,1294.24,,,1670.0,,,FALSE POSITIVE
1.820443,0.0009277,-0.0009277,16.6319,,,7330.0,36.7573,-36.7573,6079.0,122.0,-122.0,1.94,,,2155.48,,,1898.0,,,FALSE POSITIVE
0.908232,0.0004065,-0.0004065,8.54322,,,5020.0,14.5452,-14.5452,6481.0,122.0,-122.0,1.23,,,7791.46,,,2617.0,,,CANDIDATE
1.6562803,3.6e-06,-3.6e-06,9.54495,,,5610.0,8.04431,-8.04431,6044.0,122.0,-122.0,1.25,,,291.778,,,1151.0,,,FALSE POSITIVE
0.4021401,2.12e-05,-2.12e-05,22.9091656,41.55986,-41.55986,3337.1746961,276.33997,-276.33997,6115.0,127.4,-127.4,2.44753,0.118634,-0.118634,17100.1,,,3185.0,,,CANDIDATE
1.2732245,1.6e-06,-1.6e-06,13.8628,,,23100.0,36.8219,-36.8219,4973.0,122.0,-122.0,0.85,,,1086.11,,,1599.0,,,CANDIDATE
2.8123314,0.000685,-0.000685,16.8822046,1.0622879,-1.0622879,7201.8344297,335.42914,-335.42914,6614.0,129.2,-129.2,1.84646,0.100824,-0.100824,3098.3194662,,,1902.8357335,,,CANDIDATE
1.9784257,1.1e-05,-1.1e-05,2.02143,0.158549,-0.158549,720.0,1.47316,-1.47316,5059.0,122.9,-122.9,0.75,0.05,-0.05,600.02,,,1378.0,,,FALSE POSITIVE
10.1238604,8.24e-05,-8.24e-05,15.7944,1.13933,-1.13933,7090.0,19.2212,-19.2212,6531.0,129.1,-129.1,1.81,0.08,-0.08,79.2946,,,831.0,,,CANDIDATE
3.1118943,0.0004132,-0.0004132,14.3339,1.15499,-1.15499,16660.0,10.7686,-10.7686,5412.6,222.9,-222.9,1.08,0.08,-0.08,406.945,,,1251.0,,,CANDIDATE
3.0579913,4e-06,-4e-06,14.2454281,1.0655823,-1.0655823,7764.9825702,164.4774,-164.4774,5967.0,135.6,-135.6,1.59436,0.105422,-0.105422,1601.6545359,,,1613.4739633,,,CANDIDATE
1.0886286,0.000135,-0.000135,8.7147619,11.431016,-11.431016,412.1764427,43.693493,-43.693493,6127.0,138.8,-138.8,4.2160501,0.20507,-0.20507,47343.510594,,,3762.1392317,,,CANDIDATE
1.8665254,6.2e-06,-6.2e-06,10.2057,0.662486,-0.662486,3606.0,1.46874,-1.46874,6310.3,203.4,-203.4,1.61,0.1,-0.1,2933.46,,,2050.0,,,CANDIDATE
3.1527177,0.0001811,-0.0001811,5.7168495,0.4240785,-0.4240785,4102.6968156,229.38643,-229.38643,5093.0,121.3,-121.3,0.800841,0.0430553,-0.0430553,316.3922274,,,1075.6629276,,,CANDIDATE
12.8860009,3.73e-05,-3.73e-05,12.0983571,0.6625294,-0.6625294,11434.9523427,295.02332,-295.02332,6126.0,129.1,-129.1,1.11324,0.049598,-0.049598,122.295914,,,848.1501366,,,CANDIDATE
4.3539599,0.0001106,-0.0001106,23.0280318,0.2291211,-0.2291211,41586.4865614,505.841,-505.841,5883.0,122.0,-122.0,1.09523,,,451.4099178,,,1175.6079755,,,CANDIDATE
5.1442317,0.0005085,-0.0005085,13.8382,0.706199,-0.706199,4310.0,1.60781,-1.60781,5936.0,70.8,-70.8,2.09,0.1,-0.1,1708.0,,,1790.0,,,CANDIDATE
6.772626,0.0007917,-0.0007917,19.1292,4.51001,-4.51001,8606.4623591,643.37177,-643.37177,4360.5,271.1,-271.1,2.12,0.25,-0.25,203.5541234,,,963.362475,,,CANDIDATE
3.60364,0.00032,-0.00032,14.1007,0.723462,-0.723462,6281.32,3.09946,-3.09946,6896.7,160.0,-160.0,1.62,0.07,-0.07,2312.7,,,1931.0,,,FALSE POSITIVE
4.0185922,2.17e-05,-2.17e-05,13.9642,,,6230.0,3.87041,-3.87041,7156.0,122.0,-122.0,1.77,,,2154.02,,,1897.0,,,CANDIDATE
0.9109508,3.3e-06,-3.3e-06,13.0531,0.85219,-0.85219,4720.0,10.6729,-10.6729,9421.0,185.2,-185.2,1.79,0.08,-0.08,18809.1,,,3262.0,,,FALSE POSITIVE
2.6085023,5.8e-06,-5.8e-06,13.8957666,0.5974342,-0.5974342,10431.5892384,314.3097,-314.3097,7302.0,138.7,-138.7,1.2122999,0.0457688,-0.0457688,1947.3076326,,,1694.2534985,,,CANDIDATE
1.1462769,3.7e-06,-3.7e-06,14.1198099,0.8756648,-0.8756648,4058.2232173,114.97667,-114.97667,6416.0,137.0,-137.0,2.11854,0.0956183,-0.0956183,12500.9173208,,,2696.8402433,,,CANDIDATE
2.5057108,1.5e-05,-1.5e-05,12.9673,0.899836,-0.899836,3170.0,7.80667,-7.80667,8330.0,168.4,-168.4,2.26,0.1,-0.1,2430.56,,,1956.0,,,FALSE POSITIVE
1.0962372,6.5e-06,-6.5e-06,15.7533,1.09518,-1.09518,2460.0,4.23428,-4.23428,6519.0,136.7,-136.7,3.25,0.17,-0.17,6446.8,,,2496.0,,,FALSE POSITIVE
4.6512523,1.63e-05,-1.63e-05,6.22936,0.331398,-0.331398,3110.0,3.28362,-3.28362,7192.0,142.9,-142.9,1.1,0.04,-0.04,432.038,,,1270.0,,,FALSE POSITIVE
3.8505662,2.74e-05,-2.74e-05,16.5768,,,6070.0,12.2367,-12.2367,6353.0,122.0,-122.0,2.13,,,475.693,,,1301.0,,,FALSE POSITIVE
8.9612626,0.0004191,-0.0004191,17.0901716,7.186487,-7.186487,11333.9389745,535.8565,-535.8565,5435.5,23.7,-23.7,1.1706899,0.0526231,-0.0526231,235.8695308,,,999.5113045,,,CANDIDATE
1.3205037,1.21e-05,-1.21e-05,2.1611735,2.4197206,-2.4197206,469.4537481,68.43551,-68.43551,5731.0,123.9,-123.9,0.98926,0.046402,-0.046402,1677.1571947,,,1632.1617353,,,CANDIDATE
5.4588359,2.74e-05,-2.74e-05,8.59319,0.373715,-0.373715,3290.0,2.19302,-2.19302,6349.0,111.4,-111.4,1.41,0.05,-0.05,809.823,,,1486.0,,,CANDIDATE
5.9977892,1.15e-05,-1.15e-05,11.3637133,0.5200099,-0.5200099,7349.0892262,101.4167,-101.4167,6613.0,131.6,-131.6,1.2860301,0.0554572,-0.0554572,547.2130805,,,1233.5559917,,,CANDIDATE
0.8334976,0.000133,-0.000133,9.0185699,1.2160513,-1.2160513,3841.4834968,410.57492,-410.57492,6071.0,122.0,-122.0,1.3925,,,7232.8618655,,,2352.0540215,,,FALSE POSITIVE
3.1580472,0.0001701,-0.0001701,8.3204,0.44621,-0.44621,7782.0821448,251.45578,-251.45578,7606.3,128.2,-128.2,1.01,0.03,-0.03,562.9431543,,,1242.3268887,,,CANDIDATE
